Column1,recordType,startTimeOfHalfHrPeriod,settlementPeriod,initialForecastPublishingPeriodCommencingTime,initialForecastSpnGeneration,latestForecastPublishingPeriodCommencingTime,latestForecastSpnGeneration,outTurnPublishingPeriodCommencingTime,fuelTypeGeneration,activeFlag,EFA,
49,WIND,26/11/2021,2,NULL,NULL,NULL,NULL,26/11/2021 01:00,9618,Y,1,
50,WIND,26/11/2021,3,24/11/2021 02:30,12054,25/11/2021 22:30,12194,26/11/2021 01:30,9939,Y,1,
51,WIND,26/11/2021,4,NULL,NULL,NULL,NULL,26/11/2021 02:00,9974,Y,1,
52,WIND,26/11/2021,5,24/11/2021 02:30,12302,25/11/2021 22:30,12827,26/11/2021 02:30,10195,Y,1,
53,WIND,26/11/2021,6,NULL,NULL,NULL,NULL,26/11/2021 03:00,10333,Y,2,
54,WIND,26/11/2021,7,24/11/2021 02:30,12398,25/11/2021 22:30,13320,26/11/2021 03:30,10453,Y,2,
55,WIND,26/11/2021,8,NULL,NULL,NULL,NULL,26/11/2021 04:00,10726,Y,2,
56,WIND,26/11/2021,9,24/11/2021 02:30,13075,25/11/2021 22:30,13809,26/11/2021 04:30,10849,Y,2,
57,WIND,26/11/2021,10,NULL,NULL,NULL,NULL,26/11/2021 05:00,11129,Y,2,
58,WIND,26/11/2021,11,24/11/2021 02:30,13570,25/11/2021 22:30,14017,26/11/2021 05:30,11242,Y,2,
59,WIND,26/11/2021,12,NULL,NULL,NULL,NULL,26/11/2021 06:00,11386,Y,2,
60,WIND,26/11/2021,13,24/11/2021 02:30,13932,25/11/2021 22:30,14133,26/11/2021 06:30,11593,Y,2,
61,WIND,26/11/2021,14,NULL,NULL,NULL,NULL,26/11/2021 07:00,11716,Y,3,
62,WIND,26/11/2021,15,24/11/2021 02:30,14383,25/11/2021 22:30,14221,26/11/2021 07:30,12090,Y,3,
63,WIND,26/11/2021,16,NULL,NULL,NULL,NULL,26/11/2021 08:00,12438,Y,3,
64,WIND,26/11/2021,17,24/11/2021 02:30,14657,25/11/2021 22:30,14263,26/11/2021 08:30,12718,Y,3,
65,WIND,26/11/2021,18,NULL,NULL,NULL,NULL,26/11/2021 09:00,12781,Y,3,
66,WIND,26/11/2021,19,24/11/2021 02:30,14835,25/11/2021 22:30,14241,26/11/2021 09:30,12711,Y,3,
67,WIND,26/11/2021,20,NULL,NULL,NULL,NULL,26/11/2021 10:00,12804,Y,3,
68,WIND,26/11/2021,21,24/11/2021 02:30,14956,25/11/2021 22:30,14435,26/11/2021 10:30,12943,Y,3,
69,WIND,26/11/2021,22,NULL,NULL,NULL,NULL,26/11/2021 11:00,13290,Y,4,
70,WIND,26/11/2021,23,24/11/2021 02:30,15104,25/11/2021 22:30,14497,26/11/2021 11:30,13075,Y,4,
71,WIND,26/11/2021,24,NULL,NULL,NULL,NULL,26/11/2021 12:00,12795,Y,4,
72,WIND,26/11/2021,25,24/11/2021 02:30,15145,25/11/2021 22:30,14664,26/11/2021 12:30,12766,Y,4,
73,WIND,26/11/2021,26,NULL,NULL,NULL,NULL,26/11/2021 13:00,12457,Y,,4
74,WIND,26/11/2021,27,24/11/2021 02:30,15158,25/11/2021 22:30,14704,26/11/2021 13:30,12709,Y,,4
75,WIND,26/11/2021,28,NULL,NULL,NULL,NULL,26/11/2021 14:00,12562,Y,,4
76,WIND,26/11/2021,29,24/11/2021 02:30,15063,25/11/2021 22:30,14571,26/11/2021 14:30,12439,Y,,4
77,WIND,26/11/2021,30,NULL,NULL,NULL,NULL,26/11/2021 15:00,12341,Y,,5
78,WIND,26/11/2021,31,24/11/2021 02:30,15058,25/11/2021 22:30,14235,26/11/2021 15:30,12355,Y,,5
79,WIND,26/11/2021,32,NULL,NULL,NULL,NULL,26/11/2021 16:00,12646,Y,,5
80,WIND,26/11/2021,33,24/11/2021 02:30,14304,25/11/2021 22:30,13125,,,Y,,5
81,WIND,26/11/2021,35,24/11/2021 02:30,14128,25/11/2021 22:30,12999,,,Y,,5
82,WIND,26/11/2021,37,24/11/2021 02:30,13760,25/11/2021 22:30,12750,,,Y,,5
83,WIND,26/11/2021,39,24/11/2021 02:30,13707,25/11/2021 22:30,12473,,,Y,,6
84,WIND,26/11/2021,41,24/11/2021 02:30,13678,25/11/2021 22:30,12433,,,Y,,6
85,WIND,26/11/2021,43,24/11/2021 02:30,13635,26/11/2021 15:30,9962,,,Y,,6
86,WIND,26/11/2021,45,25/11/2021 02:30,12036,26/11/2021 15:30,9492,,,Y,,6
87,WIND,26/11/2021,47,25/11/2021 02:30,12287,26/11/2021 15:30,9101,,,Y,,1
88,WIND,27/11/2021,1,25/11/2021 02:30,12558,26/11/2021 15:30,9469,,,Y,1,
89,WIND,27/11/2021,3,25/11/2021 02:30,12692,26/11/2021 15:30,8935,,,Y,1,
90,WIND,27/11/2021,5,25/11/2021 02:30,12790,26/11/2021 15:30,8608,,,Y,1,
91,WIND,27/11/2021,7,25/11/2021 02:30,12629,26/11/2021 15:30,8284,,,Y,2,
92,WIND,27/11/2021,9,25/11/2021 02:30,13312,26/11/2021 15:30,8339,,,Y,2,
93,WIND,27/11/2021,11,25/11/2021 02:30,13701,26/11/2021 15:30,9306,,,Y,2,
94,WIND,27/11/2021,13,25/11/2021 02:30,13981,26/11/2021 15:30,9667,,,Y,2,
95,WIND,27/11/2021,15,25/11/2021 02:30,14304,26/11/2021 15:30,10000,,,Y,3,
96,WIND,27/11/2021,17,25/11/2021 02:30,14519,26/11/2021 15:30,10405,,,Y,3,
97,WIND,27/11/2021,19,25/11/2021 02:30,14647,26/11/2021 15:30,11551,,,Y,3,
98,WIND,27/11/2021,21,25/11/2021 02:30,14764,26/11/2021 15:30,12386,,,Y,3,
99,WIND,27/11/2021,23,25/11/2021 02:30,14823,26/11/2021 15:30,12831,,,Y,4,
100,WIND,27/11/2021,25,25/11/2021 02:30,14842,26/11/2021 15:30,13097,,,Y,4,
101,WIND,27/11/2021,27,25/11/2021 02:30,14977,26/11/2021 15:30,13306,,,Y,4,
102,WIND,27/11/2021,29,25/11/2021 02:30,14882,26/11/2021 15:30,13379,,,Y,4,
103,WIND,27/11/2021,31,25/11/2021 02:30,14759,26/11/2021 15:30,13535,,,Y,5,
104,WIND,27/11/2021,33,25/11/2021 02:30,14553,26/11/2021 15:30,13483,,,Y,5,
105,WIND,27/11/2021,35,25/11/2021 02:30,14308,26/11/2021 15:30,13475,,,Y,5,
106,WIND,27/11/2021,37,25/11/2021 02:30,14027,26/11/2021 15:30,13253,,,Y,5,
107,WIND,27/11/2021,39,25/11/2021 02:30,13690,26/11/2021 15:30,12882,,,Y,6,
108,WIND,27/11/2021,41,25/11/2021 02:30,13310,26/11/2021 15:30,12431,,,Y,6,
109,WIND,27/11/2021,43,25/11/2021 02:30,12890,26/11/2021 15:30,11955,,,Y,6,
110,WIND,27/11/2021,45,26/11/2021 02:30,11997,26/11/2021 15:30,11595,,,Y,6,
111,WIND,27/11/2021,47,26/11/2021 02:30,11481,26/11/2021 15:30,11179,,,Y,1,
